team,unit_type,position,depth,jersey,player
Florida International Panthers,Defense,FS,1,23,McGrew
Florida International Panthers,Defense,RCB,1,2,Blades II
Florida International Panthers,Defense,NB,1,27,Clark
Florida International Panthers,Special Teams,PT,1,6,Wilhoit
Florida International Panthers,Special Teams,PK,1,48,Czeremcha
Florida International Panthers,Special Teams,KO,1,16,Grant
Florida International Panthers,Special Teams,LS,1,47,Wood
Florida International Panthers,Special Teams,H,1,6,Wilhoit
Florida International Panthers,Special Teams,PR,1,3,Jnopierre
Florida International Panthers,Special Teams,KR,1,3,Jnopierre
Florida State Seminoles,Offense,WR-X,1,0,Robinson
Florida State Seminoles,Offense,WR-Z,1,19,Danzy
Florida State Seminoles,Offense,WR-SL,1,7,McCoy
Florida State Seminoles,Offense,LT,1,55,Hansen
Florida State Seminoles,Offense,LG,1,67,Leonard IV
Florida State Seminoles,Offense,C,1,51,Petitbon
Florida State Seminoles,Offense,RG,1,76,Medley
Florida State Seminoles,Offense,RT,1,57,Pettus
Florida State Seminoles,Offense,TE,1,13,Pittman Jr.
Florida State Seminoles,Offense,QB,1,1,Castellanos
Florida State Seminoles,Offense,RB,1,27,Sawchuk
Florida State Seminoles,Defense,LDE,1,97,Jenkins
Florida State Seminoles,Defense,NT,1,6,Jackson Jr.
Florida State Seminoles,Defense,DT,1,5,Lyons
Florida State Seminoles,Defense,RDE,1,44,Jones
Florida State Seminoles,Defense,WLB,1,9,Graham Jr.
Florida State Seminoles,Defense,MLB,1,20,Nichelson
Florida State Seminoles,Defense,LCB,1,15,Arnoux
Florida State Seminoles,Defense,SS,1,27,Barker
Florida State Seminoles,Defense,FS,1,0,Little Jr.
Florida State Seminoles,Defense,RCB,1,19,Wilson
Florida State Seminoles,Defense,NB,1,3,Joseph
Florida State Seminoles,Special Teams,PT,1,43,Chiumento
Florida State Seminoles,Special Teams,PK,1,22,Weinberg
Florida State Seminoles,Special Teams,KO,1,22,Weinberg
Florida State Seminoles,Special Teams,LS,1,32,Arnold
Florida State Seminoles,Special Teams,H,1,43,Chiumento
Florida State Seminoles,Special Teams,PR,1,4,White
Florida State Seminoles,Special Teams,KR,1,12,Lucas
Fresno State Bulldogs,Offense,WR-X,1,84,Avit
Fresno State Bulldogs,Offense,WR-Z,1,5,Freeman
Fresno State Bulldogs,Offense,WR-SL,1,81,Brown
Fresno State Bulldogs,Offense,LT,1,76,Walton
Fresno State Bulldogs,Offense,LG,1,72,Fonua
Fresno State Bulldogs,Offense,C,1,69,Spomer
Fresno State Bulldogs,Offense,RG,1,74,Polendo
Fresno State Bulldogs,Offense,RT,1,71,Fullwood
Fresno State Bulldogs,Offense,TE,1,88,Anderson III
Fresno State Bulldogs,Offense,QB,1,17,Conklin
Fresno State Bulldogs,Offense,RB,1,6,Donelson
Fresno State Bulldogs,Defense,LDE,1,6,Jacks
Fresno State Bulldogs,Defense,LDT,1,44,Laffitte
Fresno State Bulldogs,Defense,RDT,1,8,Owusu
Fresno State Bulldogs,Defense,RDE,1,24,Xepera
Fresno State Bulldogs,Defense,WLB,1,39,Pearson
Fresno State Bulldogs,Defense,MLB,1,35,Khajavi
Fresno State Bulldogs,Defense,LCB,1,3,Hamilton
Fresno State Bulldogs,Defense,SS,1,22,Bracha
Fresno State Bulldogs,Defense,FS,1,37,Wilson
Fresno State Bulldogs,Defense,RCB,1,1,Embry
Fresno State Bulldogs,Defense,NB,1,5,Harris
Fresno State Bulldogs,Special Teams,PT,1,41,Verdugo
Fresno State Bulldogs,Special Teams,PK,1,46,Lynch
Fresno State Bulldogs,Special Teams,KO,1,46,Lynch
Fresno State Bulldogs,Special Teams,LS,1,52,Brown
Fresno State Bulldogs,Special Teams,H,1,41,Verdugo
Fresno State Bulldogs,Special Teams,PR,1,10,Malau'ulu
Fresno State Bulldogs,Special Teams,KR,1,2,Luke
Georgia Bulldogs,Offense,WR-X,1,5,Thomas
Georgia Bulldogs,Offense,WR-Z,1,86,Bell
Georgia Bulldogs,Offense,WR-SL,1,1,Branch
Georgia Bulldogs,Offense,LT,1,57,Freeling
Georgia Bulldogs,Offense,LG,1,56,Morris
Georgia Bulldogs,Offense,C,1,74,Bobo
Georgia Bulldogs,Offense,RG,1,63,Glover
Georgia Bulldogs,Offense,RT,1,71,Greene III
Georgia Bulldogs,Offense,TE,1,4,Delp
Georgia Bulldogs,Offense,QB,1,14,Stockton
Georgia Bulldogs,Offense,RB,1,33,Bowens
Georgia Bulldogs,Defense,DE,1,0,Harris Jr.
Georgia Bulldogs,Defense,NT,1,94,McLeod
Georgia Bulldogs,Defense,DT,1,52,Miller
Georgia Bulldogs,Defense,JACK,1,33,Johnson
Georgia Bulldogs,Defense,MAC,1,3,Allen
Georgia Bulldogs,Defense,MONEY,1,5,Wilson
Georgia Bulldogs,Defense,LCB,1,1,Robinson IV
Georgia Bulldogs,Defense,SS,1,4,Bolden
Georgia Bulldogs,Defense,FS,1,20,Thomas
Georgia Bulldogs,Defense,RCB,1,6,Everette
Georgia Bulldogs,Defense,NB,1,8,Aguero
Georgia Bulldogs,Special Teams,PT,1,92,Thorson
Georgia Bulldogs,Special Teams,PK,1,91,Woodring
Georgia Bulldogs,Special Teams,KO,1,91,Woodring
Georgia Bulldogs,Special Teams,LS,1,60,Gardner
Georgia Bulldogs,Special Teams,H,1,14,Stockton
Georgia Bulldogs,Special Teams,PR,1,1,Branch
Georgia Bulldogs,Special Teams,KR,1,1,Branch
Georgia Southern Eagles,Offense,WR-X,1,5,Sanders Jr.
Georgia Southern Eagles,Offense,WR-Z,1,4,Brown
Georgia Southern Eagles,Offense,WR-Y,1,15,Bradshaw
Georgia Southern Eagles,Offense,WR-H,1,1,Cobb
Georgia Southern Eagles,Offense,LT,1,66,Brown III
Georgia Southern Eagles,Offense,LG,1,74,Wimbley
Georgia Southern Eagles,Offense,C,1,57,Strong
Georgia Southern Eagles,Offense,RG,1,78,Cook
Georgia Southern Eagles,Offense,RT,1,71,Wright Jr.
Georgia Southern Eagles,Offense,TE,1,7,Green
Georgia Southern Eagles,Offense,QB,1,12,French IV
Georgia Southern Eagles,Offense,RB,1,22,Arnold
Georgia Southern Eagles,Defense,LDE,1,7,Ferguson
Georgia Southern Eagles,Defense,LDT,1,99,Lowe
Georgia Southern Eagles,Defense,RDT,1,93,Moore
Georgia Southern Eagles,Defense,RDE,1,91,Rhodes
Georgia Southern Eagles,Defense,WLB,1,2,Harrington
Georgia Southern Eagles,Defense,MLB,1,1,Tyson
Georgia Southern Eagles,Defense,LCB,1,12,Hill Jr.
Georgia Southern Eagles,Defense,SS,1,9,Meyers
Georgia Southern Eagles,Defense,FS,1,5,Jackson
Georgia Southern Eagles,Defense,RCB,1,20,Brown
Georgia Southern Eagles,Defense,NB,1,23,Smith
Georgia Southern Eagles,Special Teams,PT,1,25,Smith
Georgia Southern Eagles,Special Teams,PK,1,95,Bryant
Georgia Southern Eagles,Special Teams,KO,1,91,Scruggs
Georgia Southern Eagles,Special Teams,LS,1,89,Wheeler
Georgia Southern Eagles,Special Teams,H,1,25,Smith
Georgia Southern Eagles,Special Teams,PR,1,24,Plott
Georgia Southern Eagles,Special Teams,KR,1,1,Cobb
Georgia State Panthers,Offense,WR-X,1,1,Hurst
Georgia State Panthers,Offense,WR-Z,1,3,Blackburn
Georgia State Panthers,Offense,WR-SL,1,5,Robinson
Georgia State Panthers,Offense,LT,1,58,Bailey Jr.
Georgia State Panthers,Offense,LG,1,52,Funsch
Georgia State Panthers,Offense,C,1,54,Williams
Georgia State Panthers,Offense,RG,1,56,Duffus
Georgia State Panthers,Offense,RT,1,69,McCrimmon
Georgia State Panthers,Offense,TE,1,0,Overton-Howard
Georgia State Panthers,Offense,QB,1,8,Brown
Georgia State Panthers,Offense,RB,1,30,Amos
Georgia State Panthers,Defense,DE,1,13,Rhodes-Nelson
Georgia State Panthers,Defense,NT,1,56,Lewis II
Georgia State Panthers,Defense,DT,1,10,Bryant
Georgia State Panthers,Defense,JACK,1,9,Dean
Georgia State Panthers,Defense,WLB,1,25,Robinson
Georgia State Panthers,Defense,MLB,1,20,Owens
Georgia State Panthers,Defense,LCB,1,28,Causey III
Georgia State Panthers,Defense,SS,1,4,Hopkins
Georgia State Panthers,Defense,FS,1,6,Huff
Georgia State Panthers,Defense,RCB,1,18,Diagne
Georgia State Panthers,Defense,NB,1,2,Fillmore
Georgia State Panthers,Special Teams,PT,1,91,Chandley
Georgia State Panthers,Special Teams,PK,1,15,McAlister
Georgia State Panthers,Special Teams,KO,1,15,McAlister
Georgia State Panthers,Special Teams,LS,1,43,Laterza
Georgia State Panthers,Special Teams,H,1,91,Chandley
Georgia State Panthers,Special Teams,PR,1,5,Robinson
Georgia State Panthers,Special Teams,KR,1,2,Braswell
Georgia Tech Yellow Jackets,Offense,WR-X,1,3,Rivers
Georgia Tech Yellow Jackets,Offense,WR-Z,1,4,Canion
Georgia Tech Yellow Jackets,Offense,WR-SL,1,8,Rutherford
Georgia Tech Yellow Jackets,Offense,LT,1,78,Mackenny
Georgia Tech Yellow Jackets,Offense,LG,1,67,Fusile
Georgia Tech Yellow Jackets,Offense,C,1,52,Moore
Georgia Tech Yellow Jackets,Offense,RG,1,77,Rutledge
Georgia Tech Yellow Jackets,Offense,RT,1,72,Carney
Georgia Tech Yellow Jackets,Offense,TE,1,88,Byrne
Georgia Tech Yellow Jackets,Offense,QB,1,10,King
Georgia Tech Yellow Jackets,Offense,RB,1,1,Haynes
Georgia Tech Yellow Jackets,Defense,DE,1,88,Hoffler
Georgia Tech Yellow Jackets,Defense,NT,1,33,Alexander
Georgia Tech Yellow Jackets,Defense,DT,1,99,van den Berg
Georgia Tech Yellow Jackets,Defense,RUSH,1,11,Manley
Georgia Tech Yellow Jackets,Defense,WLB,1,2,Lightsey
Georgia Tech Yellow Jackets,Defense,MLB,1,44,Efford
Georgia Tech Yellow Jackets,Defense,LCB,1,6,Shelley
Georgia Tech Yellow Jackets,Defense,SS,1,5,Powell-Lee
Georgia Tech Yellow Jackets,Defense,FS,1,9,Daniels
Georgia Tech Yellow Jackets,Defense,RCB,1,3,Harvey
Georgia Tech Yellow Jackets,Defense,NB,1,14,Gilmore
Georgia Tech Yellow Jackets,Special Teams,PT,1,47,Nichols
Georgia Tech Yellow Jackets,Special Teams,PK,1,33,Birr
Georgia Tech Yellow Jackets,Special Teams,KO,1,33,Birr
Georgia Tech Yellow Jackets,Special Teams,LS,1,49,Thomas
Georgia Tech Yellow Jackets,Special Teams,H,1,47,Nichols
Georgia Tech Yellow Jackets,Special Teams,PR,1,7,Stockton
Georgia Tech Yellow Jackets,Special Teams,KR,1,24,Marshall
Hawaii Rainbow Warriors,Offense,WR-X,1,9,Harris
Hawaii Rainbow Warriors,Offense,WR-Z,1,1,White
Hawaii Rainbow Warriors,Offense,WR-Y,1,5,Ashlock
Hawaii Rainbow Warriors,Offense,WR-H,1,3,Cenacle
Hawaii Rainbow Warriors,Offense,LT,1,52,Briski
Hawaii Rainbow Warriors,Offense,LG,1,58,Sotelo
Hawaii Rainbow Warriors,Offense,C,1,57,Spencer
Hawaii Rainbow Warriors,Offense,RG,1,59,Peihopa
Hawaii Rainbow Warriors,Offense,RT,1,70,Milovale
Hawaii Rainbow Warriors,Offense,TE,1,87,Tauaefa
Hawaii Rainbow Warriors,Offense,QB,1,12,Alejado
Hawaii Rainbow Warriors,Offense,RB,1,30,Sims
Hawaii Rainbow Warriors,Defense,LDE,1,79,Benton
Hawaii Rainbow Warriors,Defense,NT,1,99,Williams
Hawaii Rainbow Warriors,Defense,DT,1,98,Stocklinski
Hawaii Rainbow Warriors,Defense,RDE,1,5,Jones
Hawaii Rainbow Warriors,Defense,WLB,1,11,Otis
Hawaii Rainbow Warriors,Defense,MLB,1,3,Smith
Hawaii Rainbow Warriors,Defense,LCB,1,24,King
Hawaii Rainbow Warriors,Defense,SS,1,1,Manuma
Hawaii Rainbow Warriors,Defense,FS,1,8,Mendiola-Jensen
Hawaii Rainbow Warriors,Defense,RCB,1,23,Edwards II
Hawaii Rainbow Warriors,Defense,NB,1,4,Palmer
Hawaii Rainbow Warriors,Special Teams,PT,1,19,Gowers
Hawaii Rainbow Warriors,Special Teams,PK,1,17,Matsuzawa
Hawaii Rainbow Warriors,Special Teams,KO,1,17,Matsuzawa
Hawaii Rainbow Warriors,Special Teams,LS,1,33,Mowrey
Hawaii Rainbow Warriors,Special Teams,H,1,18,Freeman
Hawaii Rainbow Warriors,Special Teams,PR,1,8,Uiliata
Hawaii Rainbow Warriors,Special Teams,KR,1,0,Barfield
Houston Cougars,Offense,WR-X,1,18,Young
Houston Cougars,Offense,WR-Z,1,3,Broussard III
Houston Cougars,Offense,WR-SL,1,0,Thomas
Houston Cougars,Offense,LT,1,79,Ebosele
Houston Cougars,Offense,LG,1,73,Brooks Jr.
Houston Cougars,Offense,C,1,59,Hunter
Houston Cougars,Offense,RG,1,74,Wykoff
Houston Cougars,Offense,RT,1,75,Merryman
Houston Cougars,Offense,TE,1,9,Koziol
Houston Cougars,Offense,QB,1,1,Weigman
Houston Cougars,Offense,RB,1,44,Connors
Houston Cougars,Defense,DE,1,90,Walls III
Houston Cougars,Defense,NT,1,5,Allen Jr.
Houston Cougars,Defense,DT,1,18,Laufau
Houston Cougars,Defense,JACK,1,10,McCutchin
Houston Cougars,Defense,WLB,1,36,Garner
Houston Cougars,Defense,MLB,1,12,Fotu
Houston Cougars,Defense,LCB,1,15,James
Houston Cougars,Defense,SS,1,6,Allen
Houston Cougars,Defense,FS,1,8,Webb
Houston Cougars,Defense,RCB,1,1,McCutchin Sr.
Houston Cougars,Defense,NB,1,22,Stampley II
Houston Cougars,Special Teams,PT,1,91,Dougherty
Houston Cougars,Special Teams,PK,1,92,Sanchez
Houston Cougars,Special Teams,KO,1,96,Yoakam
Houston Cougars,Special Teams,LS,1,56,Garza
Houston Cougars,Special Teams,H,1,15,Sock
Houston Cougars,Special Teams,PR,1,4,Mews
Houston Cougars,Special Teams,KR,1,4,Mews
Illinois Fighting Illini,Offense,WR-X,1,13,Clement
Illinois Fighting Illini,Offense,WR-Z,1,17,Dixon
Illinois Fighting Illini,Offense,WR-SL,1,80,Beatty
Illinois Fighting Illini,Offense,LT,1,74,Davis
Illinois Fighting Illini,Offense,LG,1,73,Gesky
Illinois Fighting Illini,Offense,C,1,64,Kreutz
Illinois Fighting Illini,Offense,RG,1,75,Henderson
Illinois Fighting Illini,Offense,RT,1,58,Priestly
Illinois Fighting Illini,Offense,TE,1,85,Arkin
Illinois Fighting Illini,Offense,QB,1,9,Altmyer
Illinois Fighting Illini,Offense,RB,1,3,Feagin
Illinois Fighting Illini,Defense,LDE,1,90,Thompson Jr.
Illinois Fighting Illini,Defense,NT,1,99,Neal
Illinois Fighting Illini,Defense,RDE,1,36,Durojaiye
Illinois Fighting Illini,Defense,LOLB,1,17,Jacas
Illinois Fighting Illini,Defense,WLB,1,45,Hood
Illinois Fighting Illini,Defense,MLB,1,28,Rosiek
Illinois Fighting Illini,Defense,ROLB,1,9,Lowery Jr.
Illinois Fighting Illini,Defense,LCB,1,5,Cox Jr.
Illinois Fighting Illini,Defense,SS,1,7,Bailey
Illinois Fighting Illini,Defense,FS,1,10,Scott
Illinois Fighting Illini,Defense,RCB,1,6,Clarke
Illinois Fighting Illini,Defense,NB,1,16,Heckel
Illinois Fighting Illini,Special Teams,PT,1,40,Crimmins
Illinois Fighting Illini,Special Teams,PK,1,24,Olano
Illinois Fighting Illini,Special Teams,KO,1,24,Olano
Illinois Fighting Illini,Special Teams,LS,1,44,Mahoney III
Illinois Fighting Illini,Special Teams,H,1,40,Crimmins
Illinois Fighting Illini,Special Teams,PR,1,80,Beatty
Illinois Fighting Illini,Special Teams,KR,1,5,Valentine
Indiana Hoosiers,Offense,WR-X,1,13,Sarratt
Indiana Hoosiers,Offense,WR-Z,1,7,Williams Jr.
Indiana Hoosiers,Offense,WR-SL,1,3,Cooper Jr.
Indiana Hoosiers,Offense,LT,1,65,Smith
Indiana Hoosiers,Offense,LG,1,62,Evans
Indiana Hoosiers,Offense,C,1,78,Coogan
Indiana Hoosiers,Offense,RG,1,74,Lynch
Indiana Hoosiers,Offense,RT,1,67,Benson
Indiana Hoosiers,Offense,TE,1,37,Nowakowski
Indiana Hoosiers,Offense,QB,1,15,Mendoza
Indiana Hoosiers,Offense,RB,1,1,Hemby
Indiana Hoosiers,Defense,DE,1,8,Daley
Indiana Hoosiers,Defense,NT,1,95,Tucker
Indiana Hoosiers,Defense,DT,1,97,Landino
Indiana Hoosiers,Defense,STUD,1,6,Kamara
Indiana Hoosiers,Defense,WLB,1,21,Hardy
Indiana Hoosiers,Defense,MLB,1,4,Fisher
Indiana Hoosiers,Defense,LCB,1,22,Sharpe
Indiana Hoosiers,Defense,SS,1,7,Moore
Indiana Hoosiers,Defense,FS,1,1,Ferrell
Indiana Hoosiers,Defense,RCB,1,5,Ponds
Indiana Hoosiers,Defense,NB,1,12,Boykin
Indiana Hoosiers,Special Teams,PT,1,44,McCarthy
Indiana Hoosiers,Special Teams,PK,1,15,Radicic
Indiana Hoosiers,Special Teams,KO,1,35,Franke
Indiana Hoosiers,Special Teams,LS,1,47,Langston
Indiana Hoosiers,Special Teams,H,1,44,McCarthy
Indiana Hoosiers,Special Teams,PR,1,0,Brady
Indiana Hoosiers,Special Teams,KR,1,1,Hemby
Iowa Hawkeyes,Offense,WR-X,1,2,Phillips
Iowa Hawkeyes,Offense,WR-Z,1,6,Anderson
Iowa Hawkeyes,Offense,WR-SL,1,5,Gill
Iowa Hawkeyes,Offense,LT,1,59,Lauck
Iowa Hawkeyes,Offense,LG,1,70,Stephens
Iowa Hawkeyes,Offense,C,1,65,Jones
Iowa Hawkeyes,Offense,RG,1,58,Pieper
Iowa Hawkeyes,Offense,RT,1,67,Dunker
Iowa Hawkeyes,Offense,TE,1,88,Large
Iowa Hawkeyes,Offense,QB,1,11,Gronowski
Iowa Hawkeyes,Offense,RB,1,28,Moulton
Iowa Hawkeyes,Defense,LDE,1,48,Llewellyn
Iowa Hawkeyes,Defense,LDT,1,95,Graves
Iowa Hawkeyes,Defense,RDT,1,91,Pace
Iowa Hawkeyes,Defense,RDE,1,49,Hurkett
Iowa Hawkeyes,Defense,WLB,1,43,Sharar
Iowa Hawkeyes,Defense,MLB,1,36,Montgomery
Iowa Hawkeyes,Defense,LCB,1,2,Hall
Iowa Hawkeyes,Defense,SS,1,4,Entringer
Iowa Hawkeyes,Defense,FS,1,1,Nwankpa
Iowa Hawkeyes,Defense,RCB,1,8,Lee
Iowa Hawkeyes,Defense,NB,1,6,Lutmer
Iowa Hawkeyes,Special Teams,PT,1,9,Dakin
Iowa Hawkeyes,Special Teams,PK,1,18,Stevens
Iowa Hawkeyes,Special Teams,KO,1,18,Stevens
Iowa Hawkeyes,Special Teams,LS,1,45,Worrell
Iowa Hawkeyes,Special Teams,H,1,99,Nissen
Iowa Hawkeyes,Special Teams,PR,1,21,Wetjen
Iowa Hawkeyes,Special Teams,KR,1,21,Wetjen
Iowa State Cyclones,Offense,WR-X,1,0,Sowell
Iowa State Cyclones,Offense,WR-Z,1,9,Eskildsen
Iowa State Cyclones,Offense,LT,1,75,Neal III
Iowa State Cyclones,Offense,LG,1,70,Buhr
Iowa State Cyclones,Offense,C,1,63,Bonifas
Iowa State Cyclones,Offense,RG,1,51,Black
Iowa State Cyclones,Offense,RT,1,66,Miller
Iowa State Cyclones,Offense,TE-Y,1,84,Burkle
Iowa State Cyclones,Offense,TE-H,1,18,Brahmer
Iowa State Cyclones,Offense,QB,1,3,Becht
Iowa State Cyclones,Offense,RB,1,26,Hansen
Iowa State Cyclones,Defense,LDE,1,58,McDonough
Iowa State Cyclones,Defense,NT,1,95,Orange
Iowa State Cyclones,Defense,DT,1,53,Hawk
Iowa State Cyclones,Defense,RDE,1,88,Ezeogu
Iowa State Cyclones,Defense,WLB,1,26,Bacon
Iowa State Cyclones,Defense,MLB,1,47,Ebel
Iowa State Cyclones,Defense,SLB,1,14,Willich
Iowa State Cyclones,Defense,LCB,1,24,Taylor Jr.
Iowa State Cyclones,Defense,SS,1,29,Surges
Iowa State Cyclones,Defense,FS,1,2,Patton
Iowa State Cyclones,Defense,RCB,1,7,Bell
Iowa State Cyclones,Defense,NB,1,31,Neal Jr.
Iowa State Cyclones,Special Teams,PT,1,80,Perkins
Iowa State Cyclones,Special Teams,PK,1,97,Konrardy
Iowa State Cyclones,Special Teams,KO,1,94,Smith
Iowa State Cyclones,Special Teams,LS,1,56,Clausen
Iowa State Cyclones,Special Teams,H,1,80,Perkins
Iowa State Cyclones,Special Teams,PR,1,4,Townsend
Iowa State Cyclones,Special Teams,KR,1,4,Townsend
Jacksonville State Gamecocks,Offense,WR-X,1,11,Johnson
Jacksonville State Gamecocks,Offense,WR-Z,1,3,Rechsteiner
Jacksonville State Gamecocks,Offense,WR-SL,1,16,Coombs
Jacksonville State Gamecocks,Offense,LT,1,60,Griffin
Jacksonville State Gamecocks,Offense,LG,1,69,Gumm
Jacksonville State Gamecocks,Offense,C,1,50,Mrachkovskiy
Jacksonville State Gamecocks,Offense,RG,1,54,Grayson
Jacksonville State Gamecocks,Offense,RT,1,77,Jackson
Jacksonville State Gamecocks,Offense,TE,1,13,Baldwin
Jacksonville State Gamecocks,Offense,QB,1,12,Creel
Jacksonville State Gamecocks,Offense,RB,1,4,Cook
Jacksonville State Gamecocks,Defense,DE,1,99,Oyebadejo
Jacksonville State Gamecocks,Defense,NT,1,92,Carter
Jacksonville State Gamecocks,Defense,DT,1,93,Campbell
Jacksonville State Gamecocks,Defense,OLB,1,7,Walker
Jacksonville State Gamecocks,Defense,WLB,1,59,Sanders
Jacksonville State Gamecocks,Defense,MLB,1,40,O'Steen
Jacksonville State Gamecocks,Defense,LCB,1,5,Taylor
Jacksonville State Gamecocks,Defense,SS,1,43,Woods
Jacksonville State Gamecocks,Defense,FS,1,1,Nix
Jacksonville State Gamecocks,Defense,RCB,1,3,Fegans
Jacksonville State Gamecocks,Defense,NB,1,12,Jones
Jacksonville State Gamecocks,Special Teams,PT,1,87,Donaghy
Jacksonville State Gamecocks,Special Teams,PK,1,37,Rippa
Jacksonville State Gamecocks,Special Teams,KO,1,37,Rippa
Jacksonville State Gamecocks,Special Teams,LS,1,50,Marszalek
Jacksonville State Gamecocks,Special Teams,H,1,29,Backe
Jacksonville State Gamecocks,Special Teams,PR,1,1,Pettway
Jacksonville State Gamecocks,Special Teams,KR,1,81,Glover
James Madison Dukes,Offense,WR-X,1,13,Ellis
James Madison Dukes,Offense,WR-Z,1,11,DeGennaro
James Madison Dukes,Offense,WR-SL,1,0,Sanchez
James Madison Dukes,Offense,LT,1,79,Simmons
James Madison Dukes,Offense,LG,1,52,Sweazie
James Madison Dukes,Offense,C,1,60,Greenberg
James Madison Dukes,Offense,RG,1,55,Robell
James Madison Dukes,Offense,RT,1,76,McMurtrie
James Madison Dukes,Offense,TE,1,15,Dippre
James Madison Dukes,Offense,QB,1,14,Barnett III
James Madison Dukes,Offense,RB,1,3,Knight
James Madison Dukes,Defense,LDE,1,15,West
James Madison Dukes,Defense,LDT,1,0,Bush
James Madison Dukes,Defense,RDT,1,90,Lockett Jr.
James Madison Dukes,Defense,RDE,1,8,Thomas
James Madison Dukes,Defense,WLB,1,3,Weathersby
James Madison Dukes,Defense,MLB,1,5,Hendrick
James Madison Dukes,Defense,LCB,1,2,Culp
James Madison Dukes,Defense,SS,1,7,Thomas
James Madison Dukes,Defense,FS,1,13,Brown
James Madison Dukes,Defense,RCB,1,30,Eaglin
James Madison Dukes,Defense,NB,1,32,Barksdale
James Madison Dukes,Special Teams,PT,1,11,Rea
James Madison Dukes,Special Teams,PK,1,5,Suarez
James Madison Dukes,Special Teams,KO,1,95,Rosa
James Madison Dukes,Special Teams,LS,1,47,Kennard
James Madison Dukes,Special Teams,H,1,11,Rea
James Madison Dukes,Special Teams,PR,1,3,Knight
James Madison Dukes,Special Teams,KR,1,21,Harris-Lopez
Kansas Jayhawks,Offense,WR-X,1,11,Canty
Kansas Jayhawks,Offense,WR-Z,1,1,Henderson Jr.
Kansas Jayhawks,Offense,WR-SL,1,7,Pickett
Kansas Jayhawks,Offense,LT,1,75,Clements
Kansas Jayhawks,Offense,LG,1,56,Herring
Kansas Jayhawks,Offense,C,1,61,Foster
Kansas Jayhawks,Offense,RG,1,70,Baynes
Kansas Jayhawks,Offense,RT,1,77,Cruz Jr.
Kansas Jayhawks,Offense,TE,1,88,Groen
Kansas Jayhawks,Offense,QB,1,6,Daniels
Kansas Jayhawks,Offense,RB,1,9,Hishaw Jr.
Kansas Jayhawks,Defense,LDE,1,15,Finkley
Kansas Jayhawks,Defense,NT,1,92,Dunn Jr.
Kansas Jayhawks,Defense,DT,1,52,Withers
Kansas Jayhawks,Defense,RDE,1,5,Miller
Kansas Jayhawks,Defense,WLB,1,1,Kamara
Kansas Jayhawks,Defense,MLB,1,4,Lathan
Kansas Jayhawks,Defense,LCB,1,7,Graham II
Kansas Jayhawks,Defense,SS,1,2,Rawls
Kansas Jayhawks,Defense,FS,1,27,Davis
Kansas Jayhawks,Defense,RCB,1,0,Alexander
Kansas Jayhawks,Defense,NB,1,26,Todd
Kansas Jayhawks,Special Teams,PT,1,35,Lappin
Kansas Jayhawks,Special Teams,PK,1,99,Marjan
Kansas Jayhawks,Special Teams,KO,1,99,Marjan
Kansas Jayhawks,Special Teams,LS,1,51,Duggar
Kansas Jayhawks,Special Teams,H,1,37,Addison
Kansas Jayhawks,Special Teams,PR,1,85,Nagy
Kansas Jayhawks,Special Teams,KR,1,1,Henderson Jr.
Kansas State Wildcats,Offense,WR-X,1,12,Tibbs
Kansas State Wildcats,Offense,WR-Z,1,17,Moise
Kansas State Wildcats,Offense,WR-SL,1,1,Brown
Kansas State Wildcats,Offense,LT,1,78,Pastore
Kansas State Wildcats,Offense,LG,1,69,Poitier
Kansas State Wildcats,Offense,C,1,75,Hecht
Kansas State Wildcats,Offense,RG,1,79,Vass
Kansas State Wildcats,Offense,RT,1,56,Leingang
Kansas State Wildcats,Offense,LTE,1,86,Oakley
Kansas State Wildcats,Offense,RTE,1,83,Swanson
Kansas State Wildcats,Offense,QB,1,2,Johnson
Kansas State Wildcats,Offense,RB,1,4,Jackson
Kansas State Wildcats,Defense,LDE,1,8,Obiazor
Kansas State Wildcats,Defense,NT,1,56,Ilalio
Kansas State Wildcats,Defense,RDE,1,47,Stufflebean
Kansas State Wildcats,Defense,BUCK,1,52,Davis
Kansas State Wildcats,Defense,WLB,1,23,Newsom
Kansas State Wildcats,Defense,MLB,1,32,Purnell
Kansas State Wildcats,Defense,LCB,1,25,Rich
Kansas State Wildcats,Defense,SS,1,7,Payne
Kansas State Wildcats,Defense,FS,1,3,Maldonado
Kansas State Wildcats,Defense,RCB,1,9,McIntosh
Kansas State Wildcats,Defense,NB,1,6,Moss
Kansas State Wildcats,Special Teams,PT,1,8,McClannan
Kansas State Wildcats,Special Teams,PK,1,43,Rodriguez
Kansas State Wildcats,Special Teams,KO,1,8,McClannan
Kansas State Wildcats,Special Teams,LS,1,16,Olguin
Kansas State Wildcats,Special Teams,H,1,8,McClannan
Kansas State Wildcats,Special Teams,PR,1,6,Lockett
Kansas State Wildcats,Special Teams,KR,1,21,Noernberg
Kennesaw State Owls,Offense,WR-X,1,11,Ravare
Kennesaw State Owls,Offense,WR-Z,1,6,Moss
Kennesaw State Owls,Offense,WR-SL,1,1,Benyard
Kennesaw State Owls,Offense,LT,1,56,Lee
Kennesaw State Owls,Offense,LG,1,58,Best
Kennesaw State Owls,Offense,C,1,75,Chenault
Kennesaw State Owls,Offense,RG,1,65,Pennington
Kennesaw State Owls,Offense,RT,1,76,Milovac
